City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Ploemeur,FR,47.7333,-3.4333,62.62,59,0,13.8,clear sky
348,Valparaiso,CL,-33.0393,-71.6273,66.43,67,0,10.36,mist
349,Znamenskoye,RU,57.1281,73.8282,27.48,92,100,7.85,overcast clouds
350,Okha,RU,53.5739,142.9478,1.62,97,29,7.02,scattered clouds
351,Rafai,CF,4.95,23.9167,85.06,17,99,2.71,overcast clouds
352,Collie,AU,-33.3667,116.15,60.17,86,42,9.48,scattered clouds
353,Keflavik,IS,64.0049,-22.5624,39.63,87,100,19.57,overcast clouds
354,Alice Springs,AU,-23.7,133.8833,69.22,32,4,0.0,clear sky
355,Sao Joao Da Barra,BR,-21.6403,-41.0511,89.69,78,53,10.04,broken clouds
356,Atbasar,KZ,51.8,68.3333,32.99,95,100,12.57,light snow
357,Maloy,NO,61.9353,5.1136,42.53,78,74,22.35,broken clouds
358,Longyearbyen,SJ,78.2186,15.6401,12.04,62,20,6.91,few clouds
359,Japura,ID,-0.3167,102.35,76.51,88,47,0.69,scattered clouds
360,Paamiut,GL,61.994,-49.6678,32.29,66,1,3.49,clear sky
361,Dolinsk,RU,47.35,142.8,24.22,89,29,7.2,scattered clouds
362,Kristiinankaupunki,FI,62.2743,21.376,26.15,82,97,15.97,overcast clouds
363,Ercis,TR,39.0287,43.3586,24.35,72,4,6.29,clear sky
364,Bontang,ID,0.1333,117.5,77.58,88,24,4.74,few clouds
365,General Pico,AR,-35.6566,-63.7568,82.8,38,0,18.77,clear sky
366,Kang,BW,-23.6752,22.7876,80.91,32,2,7.07,clear sky
367,Asau,RO,46.4333,26.4,60.28,51,0,6.35,clear sky
368,Torbay,CA,47.6666,-52.7314,47.17,71,75,16.11,broken clouds
369,Mana,GF,5.6592,-53.7767,81.37,70,100,12.91,overcast clouds
370,Makakilo City,US,21.3469,-158.0858,70.68,90,0,4.61,clear sky
371,Bousso,TD,10.4795,16.7117,99.99,6,45,10.13,scattered clouds
372,Manokwari,ID,-0.8667,134.0833,78.94,78,100,8.66,overcast clouds
373,Shahrud,IR,36.4182,54.9763,45.19,55,12,16.42,few clouds
374,Marystown,CA,47.1666,-55.1483,40.08,81,70,7.87,broken clouds
375,Teknaf,BD,20.8624,92.3058,77.14,91,1,2.93,clear sky
376,Stromness,GB,58.965,-3.296,48.16,84,81,10.0,broken clouds
377,Saint-Georges,GD,12.0564,-61.7485,85.68,62,20,23.02,few clouds
378,Adrar,MR,20.5022,-10.0711,94.05,10,100,0.43,overcast clouds
379,Nizhnevartovsk,RU,60.9344,76.5531,26.62,39,0,8.99,clear sky
380,Vestmanna,FO,62.1564,-7.1664,36.52,87,100,5.75,overcast clouds
381,Katherine,AU,-14.4667,132.2667,79.12,73,98,0.0,overcast clouds
382,Isangel,VU,-19.55,169.2667,77.7,86,70,7.09,broken clouds
383,Zhicheng,CN,30.2956,111.5047,56.8,76,48,6.62,scattered clouds
384,Goderich,CA,43.7501,-81.7165,17.91,73,100,25.32,overcast clouds
385,Prince Rupert,CA,54.3161,-130.3201,40.69,100,0,14.97,clear sky
386,Geilo,NO,60.5333,8.2076,30.7,79,94,7.76,overcast clouds
387,Tolcsva,HU,48.2833,21.45,65.89,45,0,9.19,clear sky
388,Borda Da Mata,BR,-22.2742,-46.1653,76.39,76,90,0.83,light rain
389,Itarema,BR,-2.9248,-39.9167,80.22,86,100,17.52,overcast clouds
390,Yeppoon,AU,-23.1333,150.7333,69.58,70,0,3.06,clear sky
391,Simojovel,MX,17.1391,-92.7103,78.55,52,84,3.13,broken clouds
392,Evanston,US,42.0411,-87.6901,32.38,46,20,10.36,few clouds
393,Faya,SA,18.3851,42.4509,71.71,36,0,6.17,clear sky
394,Bairiki,KI,1.3292,172.9752,78.8,89,40,4.61,scattered clouds
395,Muisne,EC,0.6,-80.0333,81.99,73,99,1.12,overcast clouds
396,Stepnyak,KZ,52.8339,70.7803,27.88,96,100,14.36,overcast clouds
397,Halifax,CA,44.6453,-63.5724,42.69,89,100,15.01,overcast clouds
398,Dali,CN,25.7,100.1833,52.65,78,10,5.41,clear sky
399,Sioux Lookout,CA,50.1001,-91.917,8.67,43,20,4.61,few clouds
400,Ikungi,TZ,-5.1333,34.7667,70.99,64,77,3.76,broken clouds
401,Xuddur,SO,4.1213,43.8894,88.14,21,95,9.28,overcast clouds
402,Golkoy,TR,40.6875,37.6178,34.2,95,82,4.92,broken clouds
403,Warmbad,NA,-28.45,18.7333,92.34,20,47,10.29,scattered clouds
404,Newport,GB,51.5877,-2.9984,63.12,56,97,4.7,overcast clouds
405,Olinda,BR,-8.0089,-34.8553,85.73,70,40,12.66,scattered clouds
406,Krivosheino,RU,57.3431,83.9261,14.68,97,11,5.14,few clouds
407,Talcahuano,CL,-36.7167,-73.1167,64.08,48,0,5.75,clear sky
408,Nusaybin,TR,37.0778,41.2178,60.39,23,0,8.84,clear sky
409,Sambava,MG,-14.2667,50.1667,79.23,84,9,2.75,clear sky
410,Pangnirtung,CA,66.1451,-65.7125,6.8,92,20,3.44,few clouds
411,Najran,SA,17.4924,44.1277,72.25,21,2,11.72,clear sky
412,Berlevag,NO,70.8578,29.0864,28.4,74,75,23.02,light snow
413,Labuhan,ID,-6.8844,112.2051,80.53,84,98,6.2,light rain
414,Tasiilaq,GL,65.6145,-37.6368,23.31,79,100,6.04,overcast clouds
415,Saint-Pierre,RE,-21.3393,55.4781,82.08,79,75,4.61,broken clouds
416,Tigre,AR,-34.426,-58.5796,82.27,53,0,14.97,clear sky
417,Emba,KZ,48.8264,58.1442,28.58,97,100,9.91,light snow
418,Pacifica,US,37.6138,-122.4869,53.65,93,100,6.91,overcast clouds
419,Malakal,SS,9.5334,31.6605,95.94,11,83,4.18,broken clouds
420,Ambulu,ID,-8.345,113.6058,77.23,90,100,2.71,moderate rain
421,Eregli,TR,37.5133,34.0467,47.35,51,0,4.21,clear sky
422,Bobo Dioulasso,BF,11.1771,-4.2979,100.85,19,13,9.22,few clouds
423,Biltine,TD,14.5333,20.9167,90.46,6,0,13.91,clear sky
424,Wukari,NG,7.85,9.7833,102.96,6,54,7.78,broken clouds
425,Dingle,PH,10.9995,122.6711,77.23,88,100,8.41,overcast clouds
426,Lac Du Bonnet,CA,50.2536,-96.0612,22.37,51,83,9.89,broken clouds
427,Damghan,IR,36.1683,54.348,52.34,42,0,7.99,clear sky
428,Yulara,AU,-25.2406,130.9889,76.84,19,33,10.36,scattered clouds
429,Kano,NG,12.0001,8.5167,93.09,4,56,23.02,haze
430,Beloha,MG,-25.1667,45.05,70.88,72,65,14.29,broken clouds
431,Essenbach,DE,48.6167,12.2167,68.32,46,1,6.6,clear sky
432,Adzope,CI,6.1069,-3.8619,99.34,29,95,4.45,overcast clouds
433,Lalibela,ET,12.0333,39.0333,67.98,34,29,12.3,scattered clouds
434,Moose Factory,CA,51.2585,-80.6094,6.8,61,0,14.97,clear sky
435,San Cristobal,VE,7.7669,-72.225,73.58,47,100,7.92,overcast clouds
436,Bayir,TR,37.2687,28.2167,59.52,55,96,5.14,overcast clouds
437,Shingu,JP,33.7333,135.9833,51.71,63,100,3.62,overcast clouds
438,Dongsheng,CN,39.8161,109.9776,47.3,56,90,24.43,overcast clouds
439,Folldal,NO,62.1325,9.9968,25.12,81,33,15.64,scattered clouds
440,Chazuta,PE,-6.5742,-76.1367,77.85,96,99,1.12,overcast clouds
441,Nemuro,JP,43.3236,145.575,31.84,80,7,8.14,clear sky
442,Ville-Marie,CA,47.3335,-79.433,10.18,76,100,11.92,overcast clouds
443,Tomatlan,MX,19.9333,-105.25,84.24,24,46,4.07,scattered clouds
444,Coihaique,CL,-45.5752,-72.0662,45.21,93,100,3.44,moderate rain
445,Axim,GH,4.8699,-2.2405,85.48,70,100,10.27,overcast clouds
446,Evensk,RU,61.95,159.2333,14.86,77,100,24.94,overcast clouds
447,Turiacu,BR,-1.6633,-45.3717,83.71,76,95,4.85,moderate rain
448,Cascavel,BR,-24.9558,-53.4553,80.2,57,20,9.22,few clouds
449,Vrangel,RU,42.7297,133.0839,35.74,75,0,1.77,clear sky
450,Songjianghe,CN,42.1859,127.479,31.08,59,27,8.72,scattered clouds
451,Ogembo,KE,-0.7984,34.7253,62.2,98,100,0.76,moderate rain
452,Sitka,US,57.0531,-135.33,35.49,80,75,0.0,broken clouds
453,Cockburn Town,TC,21.4612,-71.1419,80.56,47,40,11.5,scattered clouds
454,Aransas Pass,US,27.9095,-97.15,78.03,72,0,17.27,clear sky
455,Gasa,PS,31.5,34.4667,63.88,71,0,17.0,clear sky
456,Bongandanga,CD,1.5,21.05,82.76,46,71,1.63,broken clouds
457,Atar,MR,20.5169,-13.0499,95.05,12,0,2.3,clear sky
458,Zhangye,CN,38.9342,100.4517,45.64,43,100,6.51,overcast clouds
459,Cheremnoye,RU,53.1697,83.2133,32.59,96,99,8.16,overcast clouds
460,La Ronge,CA,55.1001,-105.2842,16.05,67,100,11.5,overcast clouds
461,Harnosand,SE,62.6323,17.9379,32.0,78,100,13.2,overcast clouds
462,Lashio,MM,22.9333,97.75,69.19,59,48,0.47,scattered clouds
463,Navadwip,IN,23.4167,88.3667,77.18,44,20,11.05,few clouds
464,Eenhana,NA,-17.4667,16.3333,83.17,33,85,3.71,overcast clouds
465,Amahai,ID,-3.3333,128.9167,78.55,87,100,4.21,moderate rain
466,Moron,AR,-34.6534,-58.6198,79.95,53,26,10.04,scattered clouds
467,Seoul,KR,37.5683,126.9778,36.84,75,0,2.3,clear sky
468,Jamame,SO,0.0722,42.7506,81.18,72,16,10.31,few clouds
469,The Valley,AI,18.217,-63.0578,82.54,65,20,13.8,few clouds
470,Bakchar,RU,57.0186,82.0711,18.5,96,35,3.89,scattered clouds
471,Hirara,JP,24.8,125.2833,70.36,86,100,22.66,overcast clouds
472,Tessalit,ML,20.1986,1.0114,98.64,6,41,15.7,scattered clouds
473,Ayna,PE,-12.65,-73.9167,64.56,86,99,3.6,overcast clouds
474,Yopal,CO,5.3378,-72.3959,90.46,44,96,5.7,overcast clouds
475,Naifaru,MV,5.4444,73.3657,83.08,67,0,2.01,clear sky
476,Angoche,MZ,-16.2325,39.9086,79.75,81,86,9.93,overcast clouds
477,Korla,CN,41.7597,86.1469,54.9,31,99,5.01,overcast clouds
478,Callaway,US,30.153,-85.5699,74.98,75,40,9.22,scattered clouds
479,Vao,NC,-22.6667,167.4833,76.95,69,97,13.87,overcast clouds
480,Gafanha Da Encarnacao,PT,40.6181,-8.733,70.02,56,100,12.44,overcast clouds
481,Mocajuba,BR,-2.5842,-49.5072,73.78,98,100,2.19,overcast clouds
482,Miracema Do Tocantins,BR,-9.5618,-48.3967,84.07,76,100,4.88,overcast clouds
483,Ulaangom,MN,49.9811,92.0667,13.86,79,75,4.03,broken clouds
484,Ganzhou,CN,28.8184,115.4327,54.5,87,1,0.49,clear sky
485,Balakovo,RU,52.0278,47.8007,21.49,82,95,12.33,overcast clouds
486,Kununurra,AU,-15.7667,128.7333,78.78,83,100,0.0,overcast clouds
487,Fare,PF,-16.7,-151.0167,81.97,73,11,14.16,few clouds
488,Zhenhai,CN,24.2582,118.0905,56.08,84,100,20.18,light rain
489,Maltahohe,NA,-24.8333,16.9833,87.01,19,5,13.91,clear sky
490,Dongli,CN,23.5656,116.8194,58.98,100,100,4.47,overcast clouds
491,Nan,TH,18.8333,100.6667,75.6,79,47,2.98,light rain
492,Qandala,SO,11.472,49.8728,79.95,58,5,4.43,clear sky
493,Saldanha,ZA,-33.0117,17.9442,73.45,77,51,12.82,broken clouds
494,Koygorodok,RU,60.445,50.9968,14.68,94,100,3.6,overcast clouds
495,Graham,US,47.0529,-122.2943,51.39,92,75,3.44,broken clouds
496,Priladozhskiy,RU,59.85,31.4833,28.53,1,91,14.83,light snow
497,Partizanskoye,RU,55.5006,94.39,13.44,93,100,3.38,overcast clouds
498,Ndola,ZM,-12.9587,28.6366,66.54,90,85,7.0,moderate rain
499,Qostanay,KZ,53.1667,63.5833,33.78,97,100,13.09,overcast clouds
500,Lunca,RO,43.8333,24.7667,65.08,42,31,2.33,scattered clouds
501,Bandrele,YT,-12.9067,45.1914,82.15,78,0,4.61,clear sky
502,Guaratinga,BR,-16.5667,-39.5667,91.54,38,71,7.29,broken clouds
503,Maiduguri,NG,11.8464,13.1603,89.38,8,75,15.73,broken clouds
504,Puerto Del Rosario,ES,28.5004,-13.8627,71.35,64,75,21.85,broken clouds
505,Gusau,NG,12.1628,6.6614,95.72,5,75,16.06,broken clouds
506,Houma,US,29.5958,-90.7195,77.0,76,4,7.0,clear sky
507,Manggar,ID,-2.8833,108.2667,81.1,79,100,5.88,overcast clouds
508,Kiyasovo,RU,56.3491,53.1244,10.47,92,82,7.36,broken clouds
509,Khao Yoi,TH,13.2403,99.8243,84.97,73,93,2.42,light rain
510,Strezhevoy,RU,60.7333,77.5889,19.67,94,91,9.19,overcast clouds
511,Lukulu,ZM,-14.3707,23.242,73.9,80,88,6.02,moderate rain
512,Urumqi,CN,43.801,87.6005,38.35,75,0,4.47,clear sky
513,Payson,US,40.0444,-111.7321,63.39,25,100,1.01,overcast clouds
514,Rio Gallegos,AR,-51.6226,-69.2181,50.05,53,40,8.05,scattered clouds
515,Melfi,IT,40.9965,15.6514,54.5,83,100,4.36,overcast clouds
516,Chuy,UY,-33.6971,-53.4616,77.94,43,0,3.56,clear sky
517,Orlik,RU,52.5178,99.825,2.03,91,14,2.19,few clouds
518,Santiago,CL,-33.4569,-70.6483,79.29,32,0,5.75,clear sky
519,Saint-Paul,RE,-21.0096,55.2707,82.51,79,54,1.43,broken clouds
520,Olavarria,AR,-36.8927,-60.3225,76.01,61,0,15.99,clear sky
521,Sinazongwe,ZM,-17.2614,27.4618,77.54,78,15,5.03,light rain
522,Meulaboh,ID,4.1363,96.1285,79.07,79,43,1.7,scattered clouds
523,Itapirapua,BR,-15.8233,-50.6133,90.18,52,64,2.57,broken clouds
524,Alofi,NU,-19.0595,-169.9187,75.09,100,75,5.75,light intensity drizzle
525,Lydenburg,ZA,-25.0978,30.4597,67.41,66,46,4.56,scattered clouds
526,Santa Marta,CO,11.2408,-74.199,84.25,74,75,4.61,broken clouds
527,Milkovo,RU,54.7167,158.6167,15.31,92,84,5.21,broken clouds
528,Santa Cruz,BO,-17.8,-63.1667,86.05,51,20,9.22,few clouds
529,Esmeraldas,BR,-19.7625,-44.3139,87.91,51,35,5.28,scattered clouds
530,Kem,RU,64.9555,34.5793,18.55,79,100,8.32,overcast clouds
531,Bagotville,AU,-28.9833,153.4167,69.62,99,100,13.47,moderate rain
532,Piopio,NZ,-38.4667,175.0167,50.27,98,25,1.43,scattered clouds
533,Havelock,US,34.8791,-76.9013,51.93,36,0,9.22,clear sky
534,Muros,ES,42.7762,-9.0603,69.67,71,100,0.47,overcast clouds
535,Xai-Xai,MZ,-25.0519,33.6442,75.63,68,0,11.99,clear sky
536,Srednekolymsk,RU,67.45,153.6833,-15.68,100,12,3.24,few clouds
537,Marathon,US,44.9,-89.7668,22.35,42,0,1.99,clear sky
538,Auki,SB,-8.7676,160.7034,78.8,87,100,4.9,overcast clouds
539,Gamba,GA,-2.65,10.0,80.11,81,93,5.55,overcast clouds
540,Fort-Shevchenko,KZ,44.5086,50.263,37.18,53,100,27.58,overcast clouds
541,Praia Da Vitoria,PT,38.7333,-27.0667,66.76,82,20,7.38,few clouds
542,Faanui,PF,-16.4833,-151.75,82.29,70,16,14.61,few clouds
543,Sal Rei,CV,16.1833,-22.9167,75.4,60,75,16.11,broken clouds
544,Ca Mau,VN,9.1769,105.15,81.9,72,64,3.42,broken clouds
545,Manacapuru,BR,-3.2997,-60.6206,82.15,81,83,3.8,moderate rain
546,Verkhnyaya Inta,RU,65.9811,60.3094,19.89,84,93,7.83,overcast clouds
547,Waipawa,NZ,-41.4122,175.5153,53.31,90,86,1.92,overcast clouds
548,Zasosna,RU,50.6307,38.3965,38.41,64,86,22.64,overcast clouds
549,Capitao Poco,BR,-1.7464,-47.0594,84.72,73,35,4.83,scattered clouds
550,Louis Trichardt,ZA,-23.0439,29.9032,69.44,58,1,5.75,clear sky
551,Nouakchott,MR,18.0858,-15.9785,73.33,69,96,19.69,overcast clouds
552,Honningsvag,NO,70.9821,25.9704,26.35,93,75,16.11,light snow
553,Chingirlau,KZ,51.095,54.0814,23.54,91,95,10.27,overcast clouds
554,Horqueta,PY,-23.3428,-57.0597,89.96,41,0,4.7,clear sky
555,Camopi,GF,3.1655,-52.3158,79.12,93,100,5.37,overcast clouds
556,Meihekou,CN,42.5272,125.6753,39.49,35,76,16.28,broken clouds
557,Sinnamary,GF,5.3833,-52.95,80.89,73,100,14.2,overcast clouds
558,Belen,TR,36.4891,36.2233,46.9,56,0,2.84,clear sky
559,Tura,IN,25.5198,90.2201,75.07,41,39,4.36,scattered clouds
560,Harlingen,US,26.1906,-97.6961,77.9,47,3,19.91,clear sky
561,Kloulklubed,PW,7.0419,134.2556,82.71,77,95,14.09,overcast clouds
562,Amazar,RU,53.858,120.875,6.51,96,94,3.62,overcast clouds
563,Arman,RU,59.7,150.1667,13.77,76,100,9.48,overcast clouds
564,Sterling,US,39.0062,-77.4286,41.13,39,75,19.57,broken clouds
565,Shimoda,JP,34.6667,138.95,52.11,82,100,11.83,overcast clouds
566,Ndele,CF,8.4109,20.6473,99.61,7,9,9.62,clear sky
567,Vanderhoof,CA,54.0166,-124.0198,33.39,77,13,5.14,few clouds
568,Spearfish,US,44.4908,-103.8594,69.28,36,0,3.44,clear sky
569,Jardim,BR,-21.4803,-56.1381,89.74,49,0,3.44,clear sky
570,Chunhuhub,MX,19.55,-88.6833,85.46,40,4,6.58,clear sky
571,Kerema,PG,-7.9631,145.7785,77.13,89,100,3.83,overcast clouds
572,Vestmannaeyjar,IS,63.4427,-20.2734,38.39,81,100,34.52,overcast clouds
573,Seydi,TM,39.4816,62.9137,61.52,29,0,6.89,clear sky
574,Oboyan,RU,51.2098,36.2792,40.84,58,87,22.57,overcast clouds
575,Noumea,NC,-22.2763,166.4572,73.38,80,96,8.52,overcast clouds
576,Puerto Colombia,CO,10.9878,-74.9547,84.29,75,21,22.84,few clouds
577,Mobaye,CF,4.319,21.1786,93.07,17,68,3.87,broken clouds
578,Mbuji-Mayi,CD,-6.15,23.6,77.41,82,92,4.97,light rain
579,Humaita,BR,-7.5061,-63.0208,90.01,57,100,2.57,overcast clouds
580,Mashhad,IR,36.297,59.6062,57.34,44,40,4.61,scattered clouds
581,Dicabisagan,PH,17.0818,122.4157,77.67,86,18,0.89,few clouds
582,Davila,PH,18.4726,120.5763,82.38,83,20,21.59,few clouds
583,Madison,US,34.7334,-86.5667,55.44,39,0,10.36,clear sky
584,Imbituba,BR,-28.24,-48.6703,77.54,64,2,8.61,clear sky
585,Port Hedland,AU,-20.3167,118.5667,82.45,78,100,10.36,overcast clouds
586,Muli,MV,2.9167,73.5667,82.58,63,1,1.79,clear sky
587,Kuytun,RU,54.3419,101.5036,1.62,95,67,2.3,broken clouds
588,Bulawayo,ZW,-20.15,28.5833,67.77,71,87,11.81,overcast clouds
589,Rocky Mountain House,CA,52.3668,-114.9188,26.71,93,100,5.75,overcast clouds
590,Buraydah,SA,26.326,43.975,70.25,13,20,10.36,few clouds
591,Jiangkou,CN,25.4872,119.1986,54.93,87,100,11.65,overcast clouds
592,Turukhansk,RU,65.8167,87.9833,6.6,91,30,9.06,scattered clouds
593,Hit,IQ,33.6416,42.8251,63.91,21,0,8.77,clear sky
594,Agaro,ET,7.85,36.65,74.55,43,100,3.65,overcast clouds
595,Trairi,BR,-3.2778,-39.2689,75.2,97,100,13.15,heavy intensity rain
596,Yar-Sale,RU,66.8333,70.8333,21.07,93,100,16.96,overcast clouds
597,Padang,ID,-0.9492,100.3543,76.28,77,34,4.25,scattered clouds
598,Banda Aceh,ID,5.5577,95.3222,81.01,76,80,2.08,broken clouds
599,Columbia,US,34.0007,-81.0348,59.58,27,25,1.99,scattered clouds
600,Pueblo,US,38.2545,-104.6091,66.85,34,79,7.0,broken clouds
601,Elko,US,41.0002,-115.5012,52.65,23,49,13.0,scattered clouds
602,Wanaka,NZ,-44.7,169.15,54.1,76,100,1.03,overcast clouds
603,Bilma,NE,18.6853,12.9164,88.65,4,1,5.97,clear sky
604,Maumere,ID,-8.6199,122.2111,79.41,81,98,2.91,overcast clouds
605,Gannan,CN,47.9147,123.5031,40.35,38,100,14.58,overcast clouds
606,Udachnyy,RU,66.4167,112.4,-1.5,100,99,5.5,overcast clouds
607,Menongue,AO,-14.6585,17.691,72.03,71,99,2.48,overcast clouds
608,Brownsville,US,25.9018,-97.4975,77.92,61,3,8.01,clear sky
609,Yerbogachen,RU,61.2767,108.0108,12.74,95,99,4.88,overcast clouds
610,Ibicarai,BR,-14.865,-39.5875,91.35,32,78,7.2,broken clouds
611,Catamarca,AR,-28.4696,-65.7852,88.77,37,0,5.99,clear sky
612,Ulladulla,AU,-35.35,150.4667,67.1,93,100,7.94,light rain
613,Bull Savanna,JM,17.8868,-77.5902,82.17,48,24,3.69,few clouds
614,Grand Gaube,MU,-20.0064,57.6608,81.0,78,42,3.0,scattered clouds
615,Balabac,PH,7.9868,117.0645,79.54,77,66,3.4,broken clouds
616,Hay River,CA,60.8156,-115.7999,8.58,78,75,6.91,light snow
617,Safranbolu,TR,41.2508,32.6942,49.46,76,6,1.36,clear sky
618,Thessalon,CA,46.2501,-83.5666,16.09,58,45,11.88,scattered clouds
619,Gola Gokarannath,IN,28.0833,80.4667,83.37,9,0,3.69,clear sky
620,Meridian,US,43.6121,-116.3915,57.38,68,0,8.05,clear sky
621,Juneau,US,58.3019,-134.4197,36.84,90,100,3.44,overcast clouds
622,Staryy Urukh,RU,43.3404,44.0187,39.58,78,71,4.76,broken clouds
623,Tshikapa,CD,-6.4167,20.8,77.23,83,98,3.74,overcast clouds
624,Traverse City,US,44.7631,-85.6206,26.73,76,100,9.22,overcast clouds
625,Broken Hill,AU,-31.95,141.4333,67.71,42,0,6.91,clear sky
626,Ust-Koksa,RU,50.2696,85.6108,15.57,92,73,0.29,broken clouds
627,Alghero,IT,40.5589,8.3181,66.29,52,0,5.75,clear sky
628,Paranavai,BR,-23.0731,-52.4653,81.93,67,21,7.16,few clouds
629,Ketchikan,US,55.3422,-131.6461,39.15,78,83,3.09,broken clouds
630,Gravdal,NO,68.1214,13.5031,31.26,47,97,21.39,overcast clouds
631,Chincha Alta,PE,-13.4099,-76.1323,70.39,65,26,7.34,scattered clouds
632,Port Said,EG,31.2565,32.2841,62.58,63,20,13.8,few clouds
633,Guayaramerin,BO,-10.8368,-65.3614,86.05,70,75,5.75,broken clouds
634,Lamu,KE,-2.2717,40.902,81.0,80,24,9.73,few clouds
635,Puerto Baquerizo Moreno,EC,-0.9,-89.6,81.59,78,20,8.05,few clouds
636,Dulce Grande,MX,23.0,-102.1667,68.43,15,8,5.95,clear sky
637,Codrington,AU,-38.2667,141.9667,60.22,75,64,7.2,broken clouds
638,Ardabil,IR,38.2498,48.2933,35.15,69,20,16.11,fog
639,Kingisepp,RU,59.3733,28.6134,35.22,82,97,14.61,overcast clouds
640,Sena Madureira,BR,-9.0656,-68.6569,87.31,58,92,3.18,overcast clouds
641,Soure,BR,-0.7167,-48.5233,79.03,84,98,5.88,overcast clouds
642,Qasigiannguit,GL,68.8193,-51.1922,35.51,76,22,6.91,few clouds
643,Santa Cruz De Tenerife,ES,28.4682,-16.2546,74.91,81,75,11.5,broken clouds
644,Saint Andrews,US,34.0454,-81.1293,59.67,25,29,1.99,scattered clouds
645,Minas De Barroteran,MX,27.6333,-101.2833,69.96,49,14,4.32,few clouds
646,Praya,CV,14.9215,-23.5087,79.34,50,75,18.41,broken clouds
647,La Plaine,DM,15.3333,-61.25,84.49,51,20,4.61,few clouds
648,Hamilton,US,39.1834,-84.5333,38.21,46,41,5.01,scattered clouds
649,Nador,MA,35.174,-2.9287,62.67,82,100,10.36,mist
650,Palomares,MX,17.15,-95.0667,78.26,58,83,6.24,broken clouds
651,Bogovarovo,RU,58.9785,47.0246,13.24,93,100,3.53,overcast clouds
652,Slobidka,UA,47.8869,29.3461,51.93,35,1,10.09,clear sky
653,Matara,LK,5.9485,80.5353,79.74,83,5,5.32,clear sky
654,Teguise,ES,29.0605,-13.564,66.42,78,40,25.32,scattered clouds
655,Ayr,GB,55.4627,-4.6339,60.69,58,20,6.91,few clouds
656,Bata,GQ,1.8639,9.7658,83.1,75,75,7.74,light rain
657,Cap Malheureux,MU,-19.9842,57.6142,79.47,78,52,3.0,broken clouds
658,Fairview,US,40.8126,-73.999,32.23,32,75,20.71,broken clouds
659,Bastia,FR,42.6667,9.3333,64.29,72,0,3.44,clear sky
660,Banjar,ID,-8.19,114.9675,77.56,89,94,1.88,overcast clouds
661,Henties Bay,NA,-22.116,14.2845,65.79,78,11,7.85,few clouds
662,Champerico,GT,14.3,-91.9167,84.74,58,28,8.19,scattered clouds
663,Kondoa,TZ,-4.9,35.7833,73.74,52,92,5.61,overcast clouds
664,Kwidzyn,PL,53.7249,18.9311,57.27,52,7,16.58,clear sky
665,Ghanzi,BW,-21.5667,21.7833,81.88,35,1,6.93,clear sky
666,Esna,EG,25.2934,32.554,86.02,7,0,9.6,clear sky
667,Marsh Harbour,BS,26.5412,-77.0636,73.42,51,74,7.58,broken clouds
668,Russell,US,32.3502,-85.1999,67.96,33,18,1.9,few clouds
669,Araceli,PH,10.5529,119.9913,80.83,79,100,9.33,moderate rain
670,Lebedyn,UA,50.5852,34.4849,46.0,48,73,21.99,broken clouds
671,Nabire,ID,-3.3667,135.4833,74.62,96,100,4.21,moderate rain
672,Cam Ranh,VN,11.9214,109.1591,78.76,78,20,17.27,few clouds
673,Binga,ZW,-17.6203,27.3414,76.62,77,39,4.43,light rain
674,San Quintin,MX,30.4833,-115.95,60.85,76,100,4.65,overcast clouds
675,Raudeberg,NO,61.9875,5.1352,41.67,78,68,22.08,broken clouds
676,Ihosy,MG,-22.4,46.1167,66.33,95,90,12.59,light rain
677,Belmonte,BR,-15.8631,-38.8828,85.01,56,51,6.51,broken clouds
678,Tocopilla,CL,-22.092,-70.1979,71.83,69,23,8.81,few clouds
679,Tongchuan,CN,35.0806,109.0897,50.79,67,65,4.65,broken clouds
680,Grafton,US,42.207,-71.6856,30.18,36,61,7.0,broken clouds
681,Madanapalle,IN,13.55,78.5,84.31,39,52,10.69,broken clouds
682,Vostok,RU,46.4856,135.8833,17.98,88,18,6.71,few clouds
683,Bannu,PK,32.9854,70.6027,78.82,17,0,0.96,clear sky
684,Bafoulabe,ML,13.8065,-10.8321,107.02,17,39,3.02,scattered clouds
685,Oktyabrskoye,RU,43.0645,44.7417,30.34,64,97,6.71,overcast clouds
686,Huilong,CN,31.8111,121.655,49.93,67,60,8.41,broken clouds
687,Artyshta,RU,54.1222,86.2909,29.86,94,100,7.63,overcast clouds
688,Den Helder,NL,52.9599,4.7593,51.96,87,100,8.01,overcast clouds
689,Belawan,ID,3.7755,98.6832,80.89,88,4,5.61,clear sky
690,Komatipoort,ZA,-25.4332,31.9548,79.05,60,57,10.18,broken clouds
691,Tiarei,PF,-17.5333,-149.3333,78.82,76,57,16.71,broken clouds
692,Sarkand,KZ,45.41,79.9186,37.08,61,22,7.52,few clouds
693,Kungurtug,RU,50.5994,97.5228,10.2,95,21,1.48,few clouds
694,Juba,SS,4.8517,31.5825,85.73,46,97,4.76,overcast clouds
695,Imperia,IT,43.9667,7.7833,66.09,18,2,4.7,clear sky
696,Sorong,ID,-0.8833,131.25,81.39,78,100,6.33,overcast clouds
697,Tezu,IN,27.9167,96.1667,71.1,55,66,5.19,broken clouds
698,Minsk,BY,53.9,27.5667,56.95,49,80,23.4,broken clouds
